reference,source,reference_id,label,link
SP 800-53 Rev 5.1.1: PE-15,SP 800-53 Rev 5.1.1,PE-15,SP 800-53 Rev 5.1.1: PE-15,
SP 800-53 Rev 5.1.1: PE-18,SP 800-53 Rev 5.1.1,PE-18,SP 800-53 Rev 5.1.1: PE-18,
SP 800-53 Rev 5.1.1: PE-19,SP 800-53 Rev 5.1.1,PE-19,SP 800-53 Rev 5.1.1: PE-19,
SP 800-53 Rev 5.1.1: PE-20,SP 800-53 Rev 5.1.1,PE-20,SP 800-53 Rev 5.1.1: PE-20,
SP 800-53 Rev 5.1.1: PE-23,SP 800-53 Rev 5.1.1,PE-23,SP 800-53 Rev 5.1.1: PE-23,
SP 800-53 Rev 5.1.1: PL-01,SP 800-53 Rev 5.1.1,PL-01,SP 800-53 Rev 5.1.1: PL-01,
SP 800-53 Rev 5.1.1: PL-02,SP 800-53 Rev 5.1.1,PL-02,SP 800-53 Rev 5.1.1: PL-02,
SP 800-53 Rev 5.1.1: PL-08,SP 800-53 Rev 5.1.1,PL-08,SP 800-53 Rev 5.1.1: PL-08,
SP 800-53 Rev 5.1.1: PM-01,SP 800-53 Rev 5.1.1,PM-01,SP 800-53 Rev 5.1.1: PM-01,
SP 800-53 Rev 5.1.1: PM-02,SP 800-53 Rev 5.1.1,PM-02,SP 800-53 Rev 5.1.1: PM-02,
SP 800-53 Rev 5.1.1: PM-03,SP 800-53 Rev 5.1.1,PM-03,SP 800-53 Rev 5.1.1: PM-03,
SP 800-53 Rev 5.1.1: PM-04,SP 800-53 Rev 5.1.1,PM-04,SP 800-53 Rev 5.1.1: PM-04,
SP 800-53 Rev 5.1.1: PM-05,SP 800-53 Rev 5.1.1,PM-05,SP 800-53 Rev 5.1.1: PM-05,
SP 800-53 Rev 5.1.1: PM-06,SP 800-53 Rev 5.1.1,PM-06,SP 800-53 Rev 5.1.1: PM-06,
SP 800-53 Rev 5.1.1: PM-07,SP 800-53 Rev 5.1.1,PM-07,SP 800-53 Rev 5.1.1: PM-07,
SP 800-53 Rev 5.1.1: PM-08,SP 800-53 Rev 5.1.1,PM-08,SP 800-53 Rev 5.1.1: PM-08,
SP 800-53 Rev 5.1.1: PM-09,SP 800-53 Rev 5.1.1,PM-09,SP 800-53 Rev 5.1.1: PM-09,
SP 800-53 Rev 5.1.1: PM-11,SP 800-53 Rev 5.1.1,PM-11,SP 800-53 Rev 5.1.1: PM-11,
SP 800-53 Rev 5.1.1: PM-12,SP 800-53 Rev 5.1.1,PM-12,SP 800-53 Rev 5.1.1: PM-12,
SP 800-53 Rev 5.1.1: PM-13,SP 800-53 Rev 5.1.1,PM-13,SP 800-53 Rev 5.1.1: PM-13,
SP 800-53 Rev 5.1.1: PM-15,SP 800-53 Rev 5.1.1,PM-15,SP 800-53 Rev 5.1.1: PM-15,
SP 800-53 Rev 5.1.1: PM-16,SP 800-53 Rev 5.1.1,PM-16,SP 800-53 Rev 5.1.1: PM-16,
SP 800-53 Rev 5.1.1: PM-18,SP 800-53 Rev 5.1.1,PM-18,SP 800-53 Rev 5.1.1: PM-18,
SP 800-53 Rev 5.1.1: PM-19,SP 800-53 Rev 5.1.1,PM-19,SP 800-53 Rev 5.1.1: PM-19,
SP 800-53 Rev 5.1.1: PM-22,SP 800-53 Rev 5.1.1,PM-22,SP 800-53 Rev 5.1.1: PM-22,
SP 800-53 Rev 5.1.1: PM-23,SP 800-53 Rev 5.1.1,PM-23,SP 800-53 Rev 5.1.1: PM-23,
SP 800-53 Rev 5.1.1: PM-24,SP 800-53 Rev 5.1.1,PM-24,SP 800-53 Rev 5.1.1: PM-24,
SP 800-53 Rev 5.1.1: PM-28,SP 800-53 Rev 5.1.1,PM-28,SP 800-53 Rev 5.1.1: PM-28,
SP 800-53 Rev 5.1.1: PM-29,SP 800-53 Rev 5.1.1,PM-29,SP 800-53 Rev 5.1.1: PM-29,
SP 800-53 Rev 5.1.1: PM-30,SP 800-53 Rev 5.1.1,PM-30,SP 800-53 Rev 5.1.1: PM-30,
SP 800-53 Rev 5.1.1: PM-30(01),SP 800-53 Rev 5.1.1,PM-30(01),SP 800-53 Rev 5.1.1: PM-30(01),
SP 800-53 Rev 5.1.1: PM-31,SP 800-53 Rev 5.1.1,PM-31,SP 800-53 Rev 5.1.1: PM-31,
SP 800-53 Rev 5.1.1: PS-01,SP 800-53 Rev 5.1.1,PS-01,SP 800-53 Rev 5.1.1: PS-01,
SP 800-53 Rev 5.1.1: PS-07,SP 800-53 Rev 5.1.1,PS-07,SP 800-53 Rev 5.1.1: PS-07,
SP 800-53 Rev 5.1.1: PS-09,SP 800-53 Rev 5.1.1,PS-09,SP 800-53 Rev 5.1.1: PS-09,
SP 800-53 Rev 5.1.1: PT,SP 800-53 Rev 5.1.1,PT,SP 800-53 Rev 5.1.1: PT,
SP 800-53 Rev 5.1.1: PT-01,SP 800-53 Rev 5.1.1,PT-01,SP 800-53 Rev 5.1.1: PT-01,
SP 800-53 Rev 5.1.1: RA-01,SP 800-53 Rev 5.1.1,RA-01,SP 800-53 Rev 5.1.1: RA-01,
SP 800-53 Rev 5.1.1: RA-02,SP 800-53 Rev 5.1.1,RA-02,SP 800-53 Rev 5.1.1: RA-02,
SP 800-53 Rev 5.1.1: RA-03,SP 800-53 Rev 5.1.1,RA-03,SP 800-53 Rev 5.1.1: RA-03,
SP 800-53 Rev 5.1.1: RA-05,SP 800-53 Rev 5.1.1,RA-05,SP 800-53 Rev 5.1.1: RA-05,
SP 800-53 Rev 5.1.1: RA-07,SP 800-53 Rev 5.1.1,RA-07,SP 800-53 Rev 5.1.1: RA-07,
SP 800-53 Rev 5.1.1: RA-08,SP 800-53 Rev 5.1.1,RA-08,SP 800-53 Rev 5.1.1: RA-08,
SP 800-53 Rev 5.1.1: RA-09,SP 800-53 Rev 5.1.1,RA-09,SP 800-53 Rev 5.1.1: RA-09,
SP 800-53 Rev 5.1.1: RA-10,SP 800-53 Rev 5.1.1,RA-10,SP 800-53 Rev 5.1.1: RA-10,
SP 800-53 Rev 5.1.1: SA-01,SP 800-53 Rev 5.1.1,SA-01,SP 800-53 Rev 5.1.1: SA-01,
SP 800-53 Rev 5.1.1: SA-03,SP 800-53 Rev 5.1.1,SA-03,SP 800-53 Rev 5.1.1: SA-03,
SP 800-53 Rev 5.1.1: SA-04,SP 800-53 Rev 5.1.1,SA-04,SP 800-53 Rev 5.1.1: SA-04,
SP 800-53 Rev 5.1.1: SA-05,SP 800-53 Rev 5.1.1,SA-05,SP 800-53 Rev 5.1.1: SA-05,
SP 800-53 Rev 5.1.1: SA-08,SP 800-53 Rev 5.1.1,SA-08,SP 800-53 Rev 5.1.1: SA-08,
SP 800-53 Rev 5.1.1: SA-09,SP 800-53 Rev 5.1.1,SA-09,SP 800-53 Rev 5.1.1: SA-09,
SP 800-53 Rev 5.1.1: SA-10,SP 800-53 Rev 5.1.1,SA-10,SP 800-53 Rev 5.1.1: SA-10,
SP 800-53 Rev 5.1.1: SA-10(01),SP 800-53 Rev 5.1.1,SA-10(01),SP 800-53 Rev 5.1.1: SA-10(01),
SP 800-53 Rev 5.1.1: SA-10(03),SP 800-53 Rev 5.1.1,SA-10(03),SP 800-53 Rev 5.1.1: SA-10(03),
SP 800-53 Rev 5.1.1: SA-11,SP 800-53 Rev 5.1.1,SA-11,SP 800-53 Rev 5.1.1: SA-11,
SP 800-53 Rev 5.1.1: SA-11(02),SP 800-53 Rev 5.1.1,SA-11(02),SP 800-53 Rev 5.1.1: SA-11(02),
SP 800-53 Rev 5.1.1: SA-15,SP 800-53 Rev 5.1.1,SA-15,SP 800-53 Rev 5.1.1: SA-15,
SP 800-53 Rev 5.1.1: SA-15(07),SP 800-53 Rev 5.1.1,SA-15(07),SP 800-53 Rev 5.1.1: SA-15(07),
SP 800-53 Rev 5.1.1: SA-15(08),SP 800-53 Rev 5.1.1,SA-15(08),SP 800-53 Rev 5.1.1: SA-15(08),
SP 800-53 Rev 5.1.1: SA-17,SP 800-53 Rev 5.1.1,SA-17,SP 800-53 Rev 5.1.1: SA-17,
SP 800-53 Rev 5.1.1: SA-17(06),SP 800-53 Rev 5.1.1,SA-17(06),SP 800-53 Rev 5.1.1: SA-17(06),
SP 800-53 Rev 5.1.1: SA-22,SP 800-53 Rev 5.1.1,SA-22,SP 800-53 Rev 5.1.1: SA-22,
SP 800-53 Rev 5.1.1: SC-01,SP 800-53 Rev 5.1.1,SC-01,SP 800-53 Rev 5.1.1: SC-01,
SP 800-53 Rev 5.1.1: SC-03(01),SP 800-53 Rev 5.1.1,SC-03(01),SP 800-53 Rev 5.1.1: SC-03(01),
SP 800-53 Rev 5.1.1: SC-04,SP 800-53 Rev 5.1.1,SC-04,SP 800-53 Rev 5.1.1: SC-04,
SP 800-53 Rev 5.1.1: SC-05,SP 800-53 Rev 5.1.1,SC-05,SP 800-53 Rev 5.1.1: SC-05,
SP 800-53 Rev 5.1.1: SC-06,SP 800-53 Rev 5.1.1,SC-06,SP 800-53 Rev 5.1.1: SC-06,
SP 800-53 Rev 5.1.1: SC-07,SP 800-53 Rev 5.1.1,SC-07,SP 800-53 Rev 5.1.1: SC-07,
SP 800-53 Rev 5.1.1: SC-08,SP 800-53 Rev 5.1.1,SC-08,SP 800-53 Rev 5.1.1: SC-08,
SP 800-53 Rev 5.1.1: SC-11,SP 800-53 Rev 5.1.1,SC-11,SP 800-53 Rev 5.1.1: SC-11,
SP 800-53 Rev 5.1.1: SC-12,SP 800-53 Rev 5.1.1,SC-12,SP 800-53 Rev 5.1.1: SC-12,
SP 800-53 Rev 5.1.1: SC-13,SP 800-53 Rev 5.1.1,SC-13,SP 800-53 Rev 5.1.1: SC-13,
SP 800-53 Rev 5.1.1: SC-16,SP 800-53 Rev 5.1.1,SC-16,SP 800-53 Rev 5.1.1: SC-16,
SP 800-53 Rev 5.1.1: SC-24,SP 800-53 Rev 5.1.1,SC-24,SP 800-53 Rev 5.1.1: SC-24,
SP 800-53 Rev 5.1.1: SC-28,SP 800-53 Rev 5.1.1,SC-28,SP 800-53 Rev 5.1.1: SC-28,
SP 800-53 Rev 5.1.1: SC-32,SP 800-53 Rev 5.1.1,SC-32,SP 800-53 Rev 5.1.1: SC-32,
SP 800-53 Rev 5.1.1: SC-34,SP 800-53 Rev 5.1.1,SC-34,SP 800-53 Rev 5.1.1: SC-34,
SP 800-53 Rev 5.1.1: SC-35,SP 800-53 Rev 5.1.1,SC-35,SP 800-53 Rev 5.1.1: SC-35,
SP 800-53 Rev 5.1.1: SC-36,SP 800-53 Rev 5.1.1,SC-36,SP 800-53 Rev 5.1.1: SC-36,
SP 800-53 Rev 5.1.1: SC-39,SP 800-53 Rev 5.1.1,SC-39,SP 800-53 Rev 5.1.1: SC-39,
SP 800-53 Rev 5.1.1: SC-39(01),SP 800-53 Rev 5.1.1,SC-39(01),SP 800-53 Rev 5.1.1: SC-39(01),
SP 800-53 Rev 5.1.1: SC-40,SP 800-53 Rev 5.1.1,SC-40,SP 800-53 Rev 5.1.1: SC-40,
SP 800-53 Rev 5.1.1: SC-43,SP 800-53 Rev 5.1.1,SC-43,SP 800-53 Rev 5.1.1: SC-43,
SP 800-53 Rev 5.1.1: SC-49,SP 800-53 Rev 5.1.1,SC-49,SP 800-53 Rev 5.1.1: SC-49,
SP 800-53 Rev 5.1.1: SC-51,SP 800-53 Rev 5.1.1,SC-51,SP 800-53 Rev 5.1.1: SC-51,
SP 800-53 Rev 5.1.1: SI-01,SP 800-53 Rev 5.1.1,SI-01,SP 800-53 Rev 5.1.1: SI-01,
SP 800-53 Rev 5.1.1: SI-02,SP 800-53 Rev 5.1.1,SI-02,SP 800-53 Rev 5.1.1: SI-02,
SP 800-53 Rev 5.1.1: SI-03,SP 800-53 Rev 5.1.1,SI-03,SP 800-53 Rev 5.1.1: SI-03,
SP 800-53 Rev 5.1.1: SI-04,SP 800-53 Rev 5.1.1,SI-04,SP 800-53 Rev 5.1.1: SI-04,
SP 800-53 Rev 5.1.1: SI-05,SP 800-53 Rev 5.1.1,SI-05,SP 800-53 Rev 5.1.1: SI-05,
SP 800-53 Rev 5.1.1: SI-07,SP 800-53 Rev 5.1.1,SI-07,SP 800-53 Rev 5.1.1: SI-07,
SP 800-53 Rev 5.1.1: SI-10,SP 800-53 Rev 5.1.1,SI-10,SP 800-53 Rev 5.1.1: SI-10,
SP 800-53 Rev 5.1.1: SI-12,SP 800-53 Rev 5.1.1,SI-12,SP 800-53 Rev 5.1.1: SI-12,
SP 800-53 Rev 5.1.1: SI-13,SP 800-53 Rev 5.1.1,SI-13,SP 800-53 Rev 5.1.1: SI-13,
SP 800-53 Rev 5.1.1: SI-16,SP 800-53 Rev 5.1.1,SI-16,SP 800-53 Rev 5.1.1: SI-16,
SP 800-53 Rev 5.1.1: SI-18,SP 800-53 Rev 5.1.1,SI-18,SP 800-53 Rev 5.1.1: SI-18,
SP 800-53 Rev 5.1.1: SR-01,SP 800-53 Rev 5.1.1,SR-01,SP 800-53 Rev 5.1.1: SR-01,
SP 800-53 Rev 5.1.1: SR-02,SP 800-53 Rev 5.1.1,SR-02,SP 800-53 Rev 5.1.1: SR-02,
SP 800-53 Rev 5.1.1: SR-03,SP 800-53 Rev 5.1.1,SR-03,SP 800-53 Rev 5.1.1: SR-03,
SP 800-53 Rev 5.1.1: SR-05,SP 800-53 Rev 5.1.1,SR-05,SP 800-53 Rev 5.1.1: SR-05,
SP 800-53 Rev 5.1.1: SR-06,SP 800-53 Rev 5.1.1,SR-06,SP 800-53 Rev 5.1.1: SR-06,
SP 800-53 Rev 5.1.1: SR-08,SP 800-53 Rev 5.1.1,SR-08,SP 800-53 Rev 5.1.1: SR-08,
SP 800-53 Rev 5.1.1: SR-10,SP 800-53 Rev 5.1.1,SR-10,SP 800-53 Rev 5.1.1: SR-10,
SP 800-53 Rev 5.1.1: SR-11,SP 800-53 Rev 5.1.1,SR-11,SP 800-53 Rev 5.1.1: SR-11,
SP 800-53 Rev 5.1.1: SR-12,SP 800-53 Rev 5.1.1,SR-12,SP 800-53 Rev 5.1.1: SR-12,
SP 800-53 Rev 5.2.0: AC-01,SP 800-53 Rev 5.2.0,AC-01,SP 800-53 Rev 5.2.0: AC-01,
SP 800-53 Rev 5.2.0: AC-02,SP 800-53 Rev 5.2.0,AC-02,SP 800-53 Rev 5.2.0: AC-02,
SP 800-53 Rev 5.2.0: AC-03,SP 800-53 Rev 5.2.0,AC-03,SP 800-53 Rev 5.2.0: AC-03,
SP 800-53 Rev 5.2.0: AC-04,SP 800-53 Rev 5.2.0,AC-04,SP 800-53 Rev 5.2.0: AC-04,
SP 800-53 Rev 5.2.0: AC-05,SP 800-53 Rev 5.2.0,AC-05,SP 800-53 Rev 5.2.0: AC-05,
SP 800-53 Rev 5.2.0: AC-06,SP 800-53 Rev 5.2.0,AC-06,SP 800-53 Rev 5.2.0: AC-06,
SP 800-53 Rev 5.2.0: AC-07,SP 800-53 Rev 5.2.0,AC-07,SP 800-53 Rev 5.2.0: AC-07,
SP 800-53 Rev 5.2.0: AC-09,SP 800-53 Rev 5.2.0,AC-09,SP 800-53 Rev 5.2.0: AC-09,
SP 800-53 Rev 5.2.0: AC-10,SP 800-53 Rev 5.2.0,AC-10,SP 800-53 Rev 5.2.0: AC-10,
SP 800-53 Rev 5.2.0: AC-12,SP 800-53 Rev 5.2.0,AC-12,SP 800-53 Rev 5.2.0: AC-12,
SP 800-53 Rev 5.2.0: AC-14,SP 800-53 Rev 5.2.0,AC-14,SP 800-53 Rev 5.2.0: AC-14,
SP 800-53 Rev 5.2.0: AC-16,SP 800-53 Rev 5.2.0,AC-16,SP 800-53 Rev 5.2.0: AC-16,
SP 800-53 Rev 5.2.0: AC-17,SP 800-53 Rev 5.2.0,AC-17,SP 800-53 Rev 5.2.0: AC-17,
SP 800-53 Rev 5.2.0: AC-18,SP 800-53 Rev 5.2.0,AC-18,SP 800-53 Rev 5.2.0: AC-18,
SP 800-53 Rev 5.2.0: AC-19,SP 800-53 Rev 5.2.0,AC-19,SP 800-53 Rev 5.2.0: AC-19,
SP 800-53 Rev 5.2.0: AC-20,SP 800-53 Rev 5.2.0,AC-20,SP 800-53 Rev 5.2.0: AC-20,
SP 800-53 Rev 5.2.0: AC-24,SP 800-53 Rev 5.2.0,AC-24,SP 800-53 Rev 5.2.0: AC-24,
SP 800-53 Rev 5.2.0: AT-01,SP 800-53 Rev 5.2.0,AT-01,SP 800-53 Rev 5.2.0: AT-01,
SP 800-53 Rev 5.2.0: AT-02,SP 800-53 Rev 5.2.0,AT-02,SP 800-53 Rev 5.2.0: AT-02,
SP 800-53 Rev 5.2.0: AT-03,SP 800-53 Rev 5.2.0,AT-03,SP 800-53 Rev 5.2.0: AT-03,
SP 800-53 Rev 5.2.0: AU-01,SP 800-53 Rev 5.2.0,AU-01,SP 800-53 Rev 5.2.0: AU-01,
SP 800-53 Rev 5.2.0: AU-02,SP 800-53 Rev 5.2.0,AU-02,SP 800-53 Rev 5.2.0: AU-02,
SP 800-53 Rev 5.2.0: AU-03,SP 800-53 Rev 5.2.0,AU-03,SP 800-53 Rev 5.2.0: AU-03,
SP 800-53 Rev 5.2.0: AU-06,SP 800-53 Rev 5.2.0,AU-06,SP 800-53 Rev 5.2.0: AU-06,
SP 800-53 Rev 5.2.0: AU-07,SP 800-53 Rev 5.2.0,AU-07,SP 800-53 Rev 5.2.0: AU-07,
SP 800-53 Rev 5.2.0: AU-09,SP 800-53 Rev 5.2.0,AU-09,SP 800-53 Rev 5.2.0: AU-09,
SP 800-53 Rev 5.2.0: AU-11,SP 800-53 Rev 5.2.0,AU-11,SP 800-53 Rev 5.2.0: AU-11,
SP 800-53 Rev 5.2.0: AU-12,SP 800-53 Rev 5.2.0,AU-12,SP 800-53 Rev 5.2.0: AU-12,
SP 800-53 Rev 5.2.0: AU-13,SP 800-53 Rev 5.2.0,AU-13,SP 800-53 Rev 5.2.0: AU-13,
SP 800-53 Rev 5.2.0: AU-16,SP 800-53 Rev 5.2.0,AU-16,SP 800-53 Rev 5.2.0: AU-16,
SP 800-53 Rev 5.2.0: CA-01,SP 800-53 Rev 5.2.0,CA-01,SP 800-53 Rev 5.2.0: CA-01,
SP 800-53 Rev 5.2.0: CA-02,SP 800-53 Rev 5.2.0,CA-02,SP 800-53 Rev 5.2.0: CA-02,
SP 800-53 Rev 5.2.0: CA-03,SP 800-53 Rev 5.2.0,CA-03,SP 800-53 Rev 5.2.0: CA-03,
SP 800-53 Rev 5.2.0: CA-05,SP 800-53 Rev 5.2.0,CA-05,SP 800-53 Rev 5.2.0: CA-05,
SP 800-53 Rev 5.2.0: CA-07,SP 800-53 Rev 5.2.0,CA-07,SP 800-53 Rev 5.2.0: CA-07,
SP 800-53 Rev 5.2.0: CA-08,SP 800-53 Rev 5.2.0,CA-08,SP 800-53 Rev 5.2.0: CA-08,
SP 800-53 Rev 5.2.0: CA-09,SP 800-53 Rev 5.2.0,CA-09,SP 800-53 Rev 5.2.0: CA-09,
SP 800-53 Rev 5.2.0: CM-01,SP 800-53 Rev 5.2.0,CM-01,SP 800-53 Rev 5.2.0: CM-01,
SP 800-53 Rev 5.2.0: CM-02,SP 800-53 Rev 5.2.0,CM-02,SP 800-53 Rev 5.2.0: CM-02,
SP 800-53 Rev 5.2.0: CM-03,SP 800-53 Rev 5.2.0,CM-03,SP 800-53 Rev 5.2.0: CM-03,
SP 800-53 Rev 5.2.0: CM-04,SP 800-53 Rev 5.2.0,CM-04,SP 800-53 Rev 5.2.0: CM-04,
SP 800-53 Rev 5.2.0: CM-05,SP 800-53 Rev 5.2.0,CM-05,SP 800-53 Rev 5.2.0: CM-05,
SP 800-53 Rev 5.2.0: CM-06,SP 800-53 Rev 5.2.0,CM-06,SP 800-53 Rev 5.2.0: CM-06,
SP 800-53 Rev 5.2.0: CM-07,SP 800-53 Rev 5.2.0,CM-07,SP 800-53 Rev 5.2.0: CM-07,
SP 800-53 Rev 5.2.0: CM-07(02),SP 800-53 Rev 5.2.0,CM-07(02),SP 800-53 Rev 5.2.0: CM-07(02),
SP 800-53 Rev 5.2.0: CM-07(04),SP 800-53 Rev 5.2.0,CM-07(04),SP 800-53 Rev 5.2.0: CM-07(04),
SP 800-53 Rev 5.2.0: CM-07(05),SP 800-53 Rev 5.2.0,CM-07(05),SP 800-53 Rev 5.2.0: CM-07(05),
SP 800-53 Rev 5.2.0: CM-07(09),SP 800-53 Rev 5.2.0,CM-07(09),SP 800-53 Rev 5.2.0: CM-07(09),
SP 800-53 Rev 5.2.0: CM-08,SP 800-53 Rev 5.2.0,CM-08,SP 800-53 Rev 5.2.0: CM-08,
SP 800-53 Rev 5.2.0: CM-09,SP 800-53 Rev 5.2.0,CM-09,SP 800-53 Rev 5.2.0: CM-09,
SP 800-53 Rev 5.2.0: CM-10,SP 800-53 Rev 5.2.0,CM-10,SP 800-53 Rev 5.2.0: CM-10,
SP 800-53 Rev 5.2.0: CM-11,SP 800-53 Rev 5.2.0,CM-11,SP 800-53 Rev 5.2.0: CM-11,
SP 800-53 Rev 5.2.0: CM-12,SP 800-53 Rev 5.2.0,CM-12,SP 800-53 Rev 5.2.0: CM-12,
SP 800-53 Rev 5.2.0: CM-13,SP 800-53 Rev 5.2.0,CM-13,SP 800-53 Rev 5.2.0: CM-13,
SP 800-53 Rev 5.2.0: CP,SP 800-53 Rev 5.2.0,CP,SP 800-53 Rev 5.2.0: CP,
SP 800-53 Rev 5.2.0: CP-01,SP 800-53 Rev 5.2.0,CP-01,SP 800-53 Rev 5.2.0: CP-01,
SP 800-53 Rev 5.2.0: CP-02,SP 800-53 Rev 5.2.0,CP-02,SP 800-53 Rev 5.2.0: CP-02,
SP 800-53 Rev 5.2.0: CP-02(08),SP 800-53 Rev 5.2.0,CP-02(08),SP 800-53 Rev 5.2.0: CP-02(08),
SP 800-53 Rev 5.2.0: CP-04,SP 800-53 Rev 5.2.0,CP-04,SP 800-53 Rev 5.2.0: CP-04,
SP 800-53 Rev 5.2.0: CP-06,SP 800-53 Rev 5.2.0,CP-06,SP 800-53 Rev 5.2.0: CP-06,
SP 800-53 Rev 5.2.0: CP-07,SP 800-53 Rev 5.2.0,CP-07,SP 800-53 Rev 5.2.0: CP-07,
SP 800-53 Rev 5.2.0: CP-08,SP 800-53 Rev 5.2.0,CP-08,SP 800-53 Rev 5.2.0: CP-08,
SP 800-53 Rev 5.2.0: CP-09,SP 800-53 Rev 5.2.0,CP-09,SP 800-53 Rev 5.2.0: CP-09,
SP 800-53 Rev 5.2.0: CP-10,SP 800-53 Rev 5.2.0,CP-10,SP 800-53 Rev 5.2.0: CP-10,
SP 800-53 Rev 5.2.0: IA-01,SP 800-53 Rev 5.2.0,IA-01,SP 800-53 Rev 5.2.0: IA-01,
SP 800-53 Rev 5.2.0: IA-02,SP 800-53 Rev 5.2.0,IA-02,SP 800-53 Rev 5.2.0: IA-02,
SP 800-53 Rev 5.2.0: IA-03,SP 800-53 Rev 5.2.0,IA-03,SP 800-53 Rev 5.2.0: IA-03,
SP 800-53 Rev 5.2.0: IA-04,SP 800-53 Rev 5.2.0,IA-04,SP 800-53 Rev 5.2.0: IA-04,
SP 800-53 Rev 5.2.0: IA-05,SP 800-53 Rev 5.2.0,IA-05,SP 800-53 Rev 5.2.0: IA-05,
SP 800-53 Rev 5.2.0: IA-06,SP 800-53 Rev 5.2.0,IA-06,SP 800-53 Rev 5.2.0: IA-06,
SP 800-53 Rev 5.2.0: IA-07,SP 800-53 Rev 5.2.0,IA-07,SP 800-53 Rev 5.2.0: IA-07,
SP 800-53 Rev 5.2.0: IA-08,SP 800-53 Rev 5.2.0,IA-08,SP 800-53 Rev 5.2.0: IA-08,
SP 800-53 Rev 5.2.0: IA-09,SP 800-53 Rev 5.2.0,IA-09,SP 800-53 Rev 5.2.0: IA-09,
SP 800-53 Rev 5.2.0: IA-10,SP 800-53 Rev 5.2.0,IA-10,SP 800-53 Rev 5.2.0: IA-10,
SP 800-53 Rev 5.2.0: IA-11,SP 800-53 Rev 5.2.0,IA-11,SP 800-53 Rev 5.2.0: IA-11,
SP 800-53 Rev 5.2.0: IA-12,SP 800-53 Rev 5.2.0,IA-12,SP 800-53 Rev 5.2.0: IA-12,
SP 800-53 Rev 5.2.0: IA-13,SP 800-53 Rev 5.2.0,IA-13,SP 800-53 Rev 5.2.0: IA-13,
SP 800-53 Rev 5.2.0: IR,SP 800-53 Rev 5.2.0,IR,SP 800-53 Rev 5.2.0: IR,
SP 800-53 Rev 5.2.0: IR-01,SP 800-53 Rev 5.2.0,IR-01,SP 800-53 Rev 5.2.0: IR-01,
SP 800-53 Rev 5.2.0: IR-03,SP 800-53 Rev 5.2.0,IR-03,SP 800-53 Rev 5.2.0: IR-03,
SP 800-53 Rev 5.2.0: IR-04,SP 800-53 Rev 5.2.0,IR-04,SP 800-53 Rev 5.2.0: IR-04,
SP 800-53 Rev 5.2.0: IR-05,SP 800-53 Rev 5.2.0,IR-05,SP 800-53 Rev 5.2.0: IR-05,
SP 800-53 Rev 5.2.0: IR-06,SP 800-53 Rev 5.2.0,IR-06,SP 800-53 Rev 5.2.0: IR-06,
SP 800-53 Rev 5.2.0: IR-07,SP 800-53 Rev 5.2.0,IR-07,SP 800-53 Rev 5.2.0: IR-07,
SP 800-53 Rev 5.2.0: IR-08,SP 800-53 Rev 5.2.0,IR-08,SP 800-53 Rev 5.2.0: IR-08,
SP 800-53 Rev 5.2.0: IR-09,SP 800-53 Rev 5.2.0,IR-09,SP 800-53 Rev 5.2.0: IR-09,
SP 800-53 Rev 5.2.0: MA-01,SP 800-53 Rev 5.2.0,MA-01,SP 800-53 Rev 5.2.0: MA-01,
SP 800-53 Rev 5.2.0: MA-02,SP 800-53 Rev 5.2.0,MA-02,SP 800-53 Rev 5.2.0: MA-02,
SP 800-53 Rev 5.2.0: MA-03(06),SP 800-53 Rev 5.2.0,MA-03(06),SP 800-53 Rev 5.2.0: MA-03(06),
SP 800-53 Rev 5.2.0: MA-06,SP 800-53 Rev 5.2.0,MA-06,SP 800-53 Rev 5.2.0: MA-06,
SP 800-53 Rev 5.2.0: MP-01,SP 800-53 Rev 5.2.0,MP-01,SP 800-53 Rev 5.2.0: MP-01,
SP 800-53 Rev 5.2.0: MP-08,SP 800-53 Rev 5.2.0,MP-08,SP 800-53 Rev 5.2.0: MP-08,
SP 800-53 Rev 5.2.0: PE-01,SP 800-53 Rev 5.2.0,PE-01,SP 800-53 Rev 5.2.0: PE-01,
SP 800-53 Rev 5.2.0: PE-02,SP 800-53 Rev 5.2.0,PE-02,SP 800-53 Rev 5.2.0: PE-02,
SP 800-53 Rev 5.2.0: PE-03,SP 800-53 Rev 5.2.0,PE-03,SP 800-53 Rev 5.2.0: PE-03,
SP 800-53 Rev 5.2.0: PE-04,SP 800-53 Rev 5.2.0,PE-04,SP 800-53 Rev 5.2.0: PE-04,
SP 800-53 Rev 5.2.0: PE-05,SP 800-53 Rev 5.2.0,PE-05,SP 800-53 Rev 5.2.0: PE-05,
SP 800-53 Rev 5.2.0: PE-06,SP 800-53 Rev 5.2.0,PE-06,SP 800-53 Rev 5.2.0: PE-06,
SP 800-53 Rev 5.2.0: PE-08,SP 800-53 Rev 5.2.0,PE-08,SP 800-53 Rev 5.2.0: PE-08,
SP 800-53 Rev 5.2.0: PE-09,SP 800-53 Rev 5.2.0,PE-09,SP 800-53 Rev 5.2.0: PE-09,
SP 800-53 Rev 5.2.0: PE-10,SP 800-53 Rev 5.2.0,PE-10,SP 800-53 Rev 5.2.0: PE-10,
SP 800-53 Rev 5.2.0: PE-11,SP 800-53 Rev 5.2.0,PE-11,SP 800-53 Rev 5.2.0: PE-11,
